L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 1973	1
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 1974	1
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 2570	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 2571	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 4633	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 4634	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 4635	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 4637	1
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides plebeius	uncultured bacterium C703	HIT 4638	1
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 1969	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 1971	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 2570	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 2571	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 4633	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 4634	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CB13	HIT 4635	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 1969	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 1971	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 2570	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 2571	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 4633	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 4634	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	Bacteroides sp. CO11	HIT 4635	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 1969	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 1971	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 2570	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 2571	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 4633	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 4634	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NB2B5	HIT 4635	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 1969	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 1971	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 2570	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 2571	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 4633	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 4634	4
Bacteroidetes	Bacteroides plebeius et rel.	Bacteroides sp. CO11	uncultured Bacteroides sp. NO21	HIT 4635	4
Bacteroidetes	Bacteroides plebeius et rel.	Uncultured bacterium clone Eldhufec335	Uncultured bacterium clone Eldhufec335	HIT 2158	2
Bacteroidetes	Bacteroides plebeius et rel.	Uncultured bacterium clone Eldhufec335	Uncultured bacterium clone Eldhufec335	HIT 2159	2
Bacteroidetes	Bacteroides plebeius et rel.	Uncultured bacterium clone Eldhufec335	Uncultured bacterium clone Eldhufec335	HIT 2160	3
Bacteroidetes	Bacteroides plebeius et rel.	Uncultured bacterium clone Eldhufec335	Uncultured bacterium clone Eldhufec335	HIT 6845	2
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 173	4
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 174	9
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 1975	3
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 1976	3
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 2272	7
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 2273	4
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 27	3
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 4622	3
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 4623	3
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 4625	4
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 4626	5
Bacteroidetes	Bacteroides plebeius et rel.	uncultured bacterium D790	uncultured bacterium D790	HIT 4812	9
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec291	bacterium adhufec291	HIT 2094	2
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec291	bacterium adhufec291	HIT 2339	2
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec291	bacterium adhufec291	HIT 59	2
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 2308	1
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 2309	1
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 2310	1
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	bacterium adhufec84	bacterium adhufec84	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 2094	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 2338	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 2339	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 4777	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 56	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 57	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Bacteroides splanchnicus	HIT 59	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium cadhufec059h7	HIT 2094	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium cadhufec059h7	HIT 2338	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium cadhufec059h7	HIT 2339	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium cadhufec059h7	HIT 59	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Uncultured bacterium clone Eldhufec055	HIT 2094	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Uncultured bacterium clone Eldhufec055	HIT 2338	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Uncultured bacterium clone Eldhufec055	HIT 2339	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	Uncultured bacterium clone Eldhufec055	HIT 59	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 2094	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 2338	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 2339	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 4777	2
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 56	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 57	1
Bacteroidetes	Bacteroides splachnicus et rel.	Bacteroides splanchnicus	uncultured bacterium LZ41	HIT 59	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium C268	uncultured bacterium C268	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium C268	uncultured bacterium C268	HIT 4783	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium C268	uncultured bacterium C268	HIT 4784	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium C268	uncultured bacterium C268	HIT 4787	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium C268	uncultured bacterium C268	HIT 4788	1
Bacteroidetes	Bacteroides splachnicus et rel.	Uncultured bacterium clone Eldhufec048	Uncultured bacterium clone Eldhufec048	HIT 4751	3
Bacteroidetes	Bacteroides splachnicus et rel.	Uncultured bacterium clone Eldhufec048	Uncultured bacterium clone Eldhufec048	HIT 4758	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 3717	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 4745	3
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 4777	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 4778	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 4779	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MN96	uncultured bacterium MN96	HIT 4782	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MO48	uncultured bacterium MO48	HIT 4789	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MO48	uncultured bacterium MO48	HIT 4790	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MO48	uncultured bacterium MO48	HIT 4791	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MO48	uncultured bacterium MO48	HIT 4794	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 4745	3
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium MS86	uncultured bacterium MS86	HIT 4746	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 4751	3
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NG42	uncultured bacterium NG42	HIT 4758	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 4751	3
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 4752	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK71	uncultured bacterium NK71	HIT 4762	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 4752	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 4762	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NK90	uncultured bacterium NK90	HIT 4763	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN42	uncultured bacterium NN42	HIT 4745	3
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN42	uncultured bacterium NN42	HIT 4772	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN42	uncultured bacterium NN42	HIT 4773	2
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN42	uncultured bacterium NN42	HIT 4776	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN84	Uncultured bacterium clone Eldhufec029	HIT 4804	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN84	uncultured bacterium NN84	HIT 4803	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN84	uncultured bacterium NN84	HIT 4804	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN84	uncultured bacterium NN84	HIT 4805	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NN84	uncultured bacterium NN84	HIT 4806	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 2306	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 2307	8
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 4670	7
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 4671	9
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 4769	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NP53	uncultured bacterium NP53	HIT 4770	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NX93	uncultured bacterium NX93	HIT 4796	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NX93	uncultured bacterium NX93	HIT 4797	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NX93	uncultured bacterium NX93	HIT 4799	1
Bacteroidetes	Bacteroides splachnicus et rel.	uncultured bacterium NX93	uncultured bacterium NX93	HIT 4800	1
Bacteroidetes	Bacteroides stercoris et rel.	bacterium adhufec303	bacterium adhufec303	HIT 2117	1
Bacteroidetes	Bacteroides stercoris et rel.	bacterium adhufec303	bacterium adhufec303	HIT 2118	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 49	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 50	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 51	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 52	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 53	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides eggerthii	HIT 54	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides sp. CS19	HIT 49	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides sp. CS19	HIT 50	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Bacteroides sp. CS19	HIT 51	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Uncultured bacterium clone Eldhufec039	HIT 52	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Uncultured bacterium clone Eldhufec039	HIT 53	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	Uncultured bacterium clone Eldhufec039	HIT 54	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	uncultured Bacteroides sp. NS2D2	HIT 49	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	uncultured Bacteroides sp. NS2D2	HIT 50	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides eggerthii	uncultured Bacteroides sp. NS2D2	HIT 51	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides sp. CS27	HIT 19	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides sp. CS27	HIT 20	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides sp. CS27	HIT 21	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides sp. CS27	HIT 4664	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides sp. CS27	HIT 4665	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 19	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 20	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 21	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 23	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 24	4
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 4664	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Bacteroides stercoris	HIT 4665	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Uncultured bacterium clone Eldhufec027	HIT 23	1
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	Uncultured bacterium clone Eldhufec027	HIT 24	4
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 19	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 20	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 21	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 24	4
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 2513	4
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 3281	4
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 4664	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured bacterium M150	HIT 4665	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured Bacteroides sp. NB4H6	HIT 19	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured Bacteroides sp. NB4H6	HIT 20	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured Bacteroides sp. NB4H6	HIT 21	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured Bacteroides sp. NB4H6	HIT 4664	2
Bacteroidetes	Bacteroides stercoris et rel.	Bacteroides stercoris	uncultured Bacteroides sp. NB4H6	HIT 4665	2
