L1	L2	species	specimen	oligoID
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1B12	uncultured human gut bacterium JW1B12	HIT 2989
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1B12	uncultured human gut bacterium JW1B12	HIT 2990
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1B12	uncultured human gut bacterium JW1B12	HIT 2991
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1B12	uncultured human gut bacterium JW1B12	HIT 5445
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1C7	uncultured human gut bacterium JW1C7	HIT 3019
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1C7	uncultured human gut bacterium JW1C7	HIT 3020
Clostridium cluster IV	Clostridium leptum et rel.	uncultured human gut bacterium JW1C7	uncultured human gut bacterium JW1C7	HIT 3021
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 10
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 12
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 2840
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 3554
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 5330
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 5361
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 5364
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 7
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	Bacteroides capillosus	HIT 9
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 10
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 12
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 2840
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 3554
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 5330
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 5359
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 5361
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 5364
Clostridium cluster IV	Clostridium orbiscindens et rel.	Bacteroides capillosus	uncultured bacterium C289	HIT 9
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 3140
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 415
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 417
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 418
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 420
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium orbiscindens	HIT 5286
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium sp. CS29	HIT 3140
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium sp. CS29	HIT 415
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	Clostridium sp. CS29	HIT 417
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 3140
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 415
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 417
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 418
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 420
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium B763	HIT 5286
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium HuRC68	HIT 3140
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium HuRC68	HIT 415
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium HuRC68	HIT 417
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium inhufecA-19	HIT 3140
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium inhufecA-19	HIT 415
Clostridium cluster IV	Clostridium orbiscindens et rel.	Clostridium orbiscindens	uncultured bacterium inhufecA-19	HIT 417
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ31	human intestinal firmicute CJ31	HIT 2599
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ31	human intestinal firmicute CJ31	HIT 2600
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ31	human intestinal firmicute CJ31	HIT 2601
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ36	human intestinal firmicute CJ36	HIT 2605
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ36	human intestinal firmicute CJ36	HIT 2606
Clostridium cluster IV	Clostridium orbiscindens et rel.	human intestinal firmicute CJ36	human intestinal firmicute CJ36	HIT 2607
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 3555
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5229
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5323
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5324
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5326
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5327
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5328
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium B632	uncultured bacterium B632	HIT 5381
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec229	Uncultured bacterium clone Eldhufec229	HIT 5328
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec229	Uncultured bacterium clone Eldhufec229	HIT 5350
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec262	Uncultured bacterium clone Eldhufec262	HIT 1014
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec262	Uncultured bacterium clone Eldhufec262	HIT 1038
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec262	Uncultured bacterium clone Eldhufec262	HIT 6828
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec264	Uncultured bacterium clone Eldhufec264	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec264	Uncultured bacterium clone Eldhufec264	HIT 1990
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec264	Uncultured bacterium clone Eldhufec264	HIT 304
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec264	Uncultured bacterium clone Eldhufec264	HIT 5268
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 1390
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 1758
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 1966
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 2016
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 2098
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 4488
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 490
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec267	Uncultured bacterium clone Eldhufec267	HIT 5381
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec272	Uncultured bacterium clone Eldhufec272	HIT 5345
Clostridium cluster IV	Clostridium orbiscindens et rel.	Uncultured bacterium clone Eldhufec272	Uncultured bacterium clone Eldhufec272	HIT 5346
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 1750
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 1752
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 3038
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 5202
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 5244
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 5365
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 5366
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D330	uncultured bacterium D330	HIT 5367
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 2840
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 3553
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 3554
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 3555
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 5229
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 5328
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 5330
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 5332
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D465	uncultured bacterium D465	HIT 5333
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	bacterium A27	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	bacterium A27	HIT 1750
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	bacterium A27	HIT 1752
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	bacterium A27	HIT 5202
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	bacterium A27	HIT 5244
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	Uncultured bacterium clone Eldhufec296	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	Uncultured bacterium clone Eldhufec296	HIT 1750
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	Uncultured bacterium clone Eldhufec296	HIT 1752
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	Uncultured bacterium clone Eldhufec296	HIT 5202
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	Uncultured bacterium clone Eldhufec296	HIT 5244
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 1750
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 1752
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5202
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5244
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5353
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5354
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5355
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium D588	uncultured bacterium D588	HIT 5372
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 11
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 1750
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 1752
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 5202
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 5244
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 5371
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 5372
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium G267	uncultured bacterium G267	HIT 5373
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2839
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2840
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2841
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2842
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2843
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 2844
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 3554
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 5330
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium HuCB24	uncultured bacterium HuCB24	HIT 5340
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 3523
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 3524
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 3525
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 5342
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 5343
Clostridium cluster IV	Clostridium orbiscindens et rel.	uncultured bacterium K351	uncultured bacterium K351	HIT 5344
